track_id,track_name,artist_s_name,artist_count,released_year,released_month,released_day,release_date_concat,in_spotify_playlists,in_spotify_charts,streams,in_shazam_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,bpm,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__,soma_playlists,count_music_artsolo,bpm_categoria,danceability_categoria,valence_categoria,energy_categoria,acousticness_categoria,instrumentalness_categoria,liveness_categoria,speechiness_categoria
2079388,Meet Me At Our Spot,THE ANXIETY Willow Tyler Cole,3,2020,3,13,2020-03-13,6734,0,530511203,1,47,14,90,0,95,77,40,47,2,0,9,3,6871,0,baixa,alta,baixa,baixa,baixa,alta,baixa,baixa
5106082,Angels Like You,Miley Cyrus,1,2020,11,27,2020-11-27,3372,19,570515054,102,65,48,138,1,122,67,49,64,10,0,10,3,3575,2,alta,baixa,baixa,baixa,baixa,baixa,baixa,baixa
5864281,Heather,Conan Gray,1,2020,3,20,2020-03-20,6170,7,1301799902,2,82,1,231,0,92,47,25,43,62,0,32,3,6483,1,baixa,baixa,baixa,baixa,alta,baixa,alta,baixa
1961503,Save Your Tears,The Weeknd,1,2020,3,20,2020-03-20,12688,13,1591223784,200,197,115,112,0,118,68,61,82,2,0,50,3,12997,21,baixa,baixa,alta,alta,baixa,baixa,alta,baixa
5142009,Save Your Tears with Ariana Grande Remix,Ariana Grande The Weeknd,2,2020,3,20,2020-03-20,9161,5,1221813483,10,240,98,468,3,118,65,63,79,3,0,10,3,9869,0,baixa,baixa,alta,alta,baixa,alta,baixa,baixa
5370460,Levitating,Dua Lipa,1,2020,3,27,2020-03-27,9833,0,797196073,1,233,82,531,1,103,69,90,88,5,0,29,8,10597,3,baixa,alta,alta,alta,baixa,baixa,alta,alta
5415405,Levitating feat DaBaby,Dua Lipa DaBaby,2,2020,3,27,2020-03-27,15894,8,1802514301,60,198,13,544,0,103,70,92,83,1,0,7,6,16636,0,baixa,alta,alta,alta,baixa,alta,baixa,baixa
2797126,Caile,Luar La L,1,2020,12,18,2020-12-18,1494,2,273914335,0,17,12,15,0,122,70,46,76,30,0,9,45,1526,1,alta,alta,baixa,alta,alta,baixa,baixa,alta
7243247,I Really Want to Stay at Your House,Rosa Walton Hallie Coggins,2,2020,12,18,2020-12-18,668,1,140430339,2,0,0,31,0,125,49,13,74,0,0,9,4,699,0,alta,baixa,baixa,alta,baixa,alta,baixa,baixa
6775509,Good Days,SZA,1,2020,12,24,2020-12-24,10426,2,826623384,10,133,109,182,1,121,46,53,78,23,0,72,6,10741,19,alta,baixa,alta,alta,alta,baixa,alta,alta
3023667,Sky,Playboi Carti,1,2020,12,25,2020-12-25,3297,3,506778838,1,25,3,52,0,140,79,56,91,26,0,13,21,3374,1,alta,alta,alta,alta,alta,alta,alta,alta
2602763,you broke me first,Tate McRae,1,2020,4,17,2020-04-17,6638,0,1180094974,1,167,19,318,0,124,64,8,37,79,0,9,5,7123,2,alta,baixa,baixa,baixa,alta,alta,baixa,baixa
"5865058,"""",Fujii Kaze,1,2020,5,20,2020-05-20,685,14,403097450,23,24,94,9,0,158,60,52,76,17,0,19,5,718,1,alta,baixa,alta,alta,baixa,baixa,alta,baixa"
7179210,Still With You,Jung Kook,1,2020,6,5,2020-06-05,31,39,38411956,0,2,107,8,0,88,53,34,47,9,0,83,4,41,2,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa
7345306,Leave The Door Open,Bruno Mars Anderson Paak Silk Sonic,3,2021,3,5,2021-03-05,14417,0,1115880852,10,237,123,569,0,148,59,72,62,18,0,9,3,15223,0,alta,baixa,alta,baixa,baixa,alta,baixa,baixa
2726514,DANCE CRIP,Trueno,1,2021,11,17,2021-11-17,731,0,198883004,4,14,14,24,0,106,86,86,79,11,0,8,9,769,1,baixa,alta,alta,alta,baixa,baixa,baixa,alta
5311211,I AM WOMAN,Emmy Meli,1,2021,11,18,2021-11-18,2795,0,225259194,0,45,0,107,0,170,65,46,47,12,0,13,16,2947,1,alta,baixa,baixa,baixa,baixa,alta,alta,alta
2407166,S,Anuel Aa Myke Towers Jhay Cortez,3,2021,11,18,2021-11-18,903,0,177129919,0,30,26,15,0,90,63,75,75,17,0,11,8,948,0,baixa,baixa,alta,alta,baixa,alta,baixa,alta
2761463,Down Under feat Colin Hay,Luude Colin Hay,2,2021,11,19,2021-11-19,3541,2,252871192,7,57,13,50,1,172,31,4,86,1,0,28,17,3648,0,alta,baixa,baixa,alta,baixa,alta,alta,alta
2820520,Oh My God,Adele,1,2021,11,19,2021-11-19,4431,0,466214729,0,105,7,199,0,88,53,55,73,9,0,3,5,4735,4,baixa,baixa,alta,alta,baixa,alta,baixa,baixa
3657141,What Else Can I Do,Stephanie Beatriz Diane Guerrero,2,2021,11,19,2021-11-19,802,0,154797871,0,13,27,8,0,120,72,54,71,26,0,10,4,823,0,baixa,alta,alta,alta,alta,baixa,baixa,baixa
4923571,Surface Pressure,Jessica Darrow,1,2021,11,19,2021-11-19,1756,0,267758538,0,38,48,20,0,180,65,37,58,2,0,4,31,1814,1,alta,baixa,baixa,baixa,baixa,alta,baixa,alta
7423770,Dos Oruguitas,Sebastian Yatra,1,2021,11,19,2021-11-19,925,0,167076418,0,24,47,74,0,94,42,47,36,76,0,9,5,1023,2,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa
7298940,Hrs and Hrs,Muni Long,1,2021,11,19,2021-11-19,1800,0,181328253,4,43,36,46,13,140,51,66,53,60,0,11,18,1889,1,alta,baixa,alta,baixa,alta,alta,baixa,alta
3559931,The Family Madrigal,Olga Merediz Stephanie Beatriz Encanto  Cast,3,2021,11,19,2021-11-19,1150,0,184937148,0,20,38,12,0,141,59,56,63,12,0,6,36,1182,0,alta,baixa,alta,baixa,baixa,baixa,baixa,alta
7235348,We Dont Talk About Bruno,Adassa Mauro Castillo Stephanie Beatriz Encanto  Cast Rhenzy Feliz Diane Guerrero Carolina Gaitan,7,2021,11,19,2021-11-19,2785,0,432719968,2,95,89,44,0,206,58,83,45,36,0,11,8,2924,0,alta,baixa,alta,baixa,alta,alta,baixa,alta
2480109,Bones,Imagine Dragons,1,2021,3,11,2021-03-11,4198,44,838079900,153,98,108,327,17,114,77,65,72,2,0,7,5,4623,3,baixa,alta,alta,alta,baixa,alta,baixa,baixa
6158916,METAMORPHOSIS,INTERWORLD,1,2021,11,25,2021-11-25,1561,24,357580552,30,18,78,24,0,175,59,15,64,43,90,12,10,1603,1,alta,baixa,baixa,baixa,alta,alta,baixa,alta
5624903,I WANNA BE YOUR SLAVE,Mne,1,2021,3,19,2021-03-19,4873,0,851070493,13,65,88,434,3,133,75,96,61,0,0,18,4,5372,4,alta,alta,alta,baixa,baixa,alta,alta,baixa
3252166,Peaches feat Daniel Caesar  Giveon,Justin Bieber Daniel Caesar Giveon,3,2021,3,19,2021-03-19,14140,0,1445941661,2,231,52,612,6,90,63,49,68,38,0,42,18,14983,0,baixa,baixa,baixa,alta,alta,baixa,alta,alta
6698200,Ghost,Justin Bieber,1,2021,3,19,2021-03-19,5866,24,1167330737,2,107,38,95,0,154,61,41,74,21,0,40,6,6068,3,alta,baixa,baixa,alta,alta,alta,alta,alta
2503884,Malvad,Xam Gustah Neo B,3,2021,11,30,2021-11-30,648,1,240684449,0,14,3,81,0,133,82,52,61,38,0,14,27,743,0,alta,alta,alta,baixa,alta,alta,alta,alta
1640645,ELEVEN,IVE,1,2021,12,1,2021-12-01,521,1,247737946,0,17,89,11,0,120,83,59,73,6,0,5,11,549,4,baixa,alta,alta,alta,baixa,baixa,baixa,alta
4923214,Itll Be Okay,Shawn Mendes,1,2021,12,1,2021-12-01,1950,0,287201015,10,56,8,104,0,78,40,7,29,62,0,9,3,2110,3,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
3782910,I Hate U,SZA,1,2021,12,3,2021-12-03,4094,0,356709897,0,66,96,43,0,107,54,41,39,51,0,11,16,4203,19,baixa,baixa,baixa,baixa,alta,alta,baixa,alta
5555264,Sunroof,Nicky Youre Dazy,2,2021,12,3,2021-12-03,3741,17,652704649,0,156,35,110,19,131,77,84,71,35,0,15,4,4007,0,alta,alta,alta,alta,alta,baixa,alta,baixa
8465611,The Color Violet,Tory Lanez,1,2021,12,10,2021-12-10,2585,32,415932686,54,3,79,21,1,105,65,46,53,16,0,9,5,2609,1,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa
7717973,Cigarettes,Juice WRLD,1,2021,12,10,2021-12-10,975,0,185408548,0,11,0,10,0,160,60,47,62,3,0,38,4,996,2,alta,baixa,baixa,baixa,baixa,baixa,alta,baixa
1289598,deja vu,Olivia Rodrigo,1,2021,4,1,2021-04-01,7545,4,1256880657,46,117,39,141,0,181,44,22,60,61,0,42,9,7803,7,alta,baixa,baixa,baixa,alta,baixa,alta,alta
2003358,Mujeriego,Ryan Castro,1,2021,12,17,2021-12-17,1492,0,231996128,24,44,63,91,0,80,76,92,62,6,0,8,13,1627,2,baixa,alta,alta,baixa,baixa,alta,baixa,alta
8360758,Kiss Me More feat SZA,SZA Doja Cat,2,2021,4,9,2021-04-09,15867,0,1575467011,12,382,65,497,0,111,77,74,66,30,0,13,3,16746,0,baixa,alta,alta,alta,alta,baixa,alta,baixa
3090144,You Belong With Me Taylors Ve,Taylor Swift,1,2021,4,9,2021-04-09,2619,12,350381515,7,47,90,1,0,130,63,49,73,5,0,9,3,2667,34,alta,baixa,baixa,alta,baixa,alta,baixa,baixa
5347552,RAPSTAR,Polo G,1,2021,4,9,2021-04-09,4731,0,797402345,0,141,12,78,0,81,79,44,54,41,0,13,24,4950,1,baixa,alta,baixa,baixa,alta,baixa,alta,alta
5930788,Peru,Ed Sheeran Fireboy DML,2,2021,12,23,2021-12-23,2999,0,261286503,22,60,17,154,0,108,96,71,42,57,0,8,9,3213,0,baixa,alta,alta,baixa,alta,baixa,baixa,alta
5615912,La Bebe,Yng Lvcas,1,2021,12,24,2021-12-24,489,17,191945597,2,4,11,5,1,170,78,75,46,62,0,12,35,498,1,alta,alta,alta,baixa,alta,baixa,alta,alta
3521113,Christmas Tree,V,1,2021,12,24,2021-12-24,509,9,317622165,8,8,106,6,0,139,44,18,38,70,0,12,4,523,1,alta,baixa,baixa,baixa,alta,baixa,alta,baixa
8033263,SloMo,Chanel,1,2021,12,24,2021-12-24,1211,0,65719930,2,31,0,19,0,105,73,59,81,13,0,9,6,1261,1,baixa,alta,alta,alta,baixa,baixa,baixa,alta
2835063,2055,Sleepy hallow,1,2021,4,14,2021-04-14,2226,0,624515457,0,29,0,44,0,161,78,65,52,46,0,12,31,2299,1,alta,alta,alta,baixa,alta,alta,baixa,alta
3885692,Tiago PZK Bzrp Music Sessions Vol 48,Bizarrap Tiago pzk,2,2021,12,29,2021-12-29,1678,12,374191487,3,20,4,15,1,96,66,76,82,47,0,10,32,1713,0,baixa,baixa,alta,alta,alta,alta,baixa,alta
4600873,When Im Gone with Katy,Katy Perry Alesso,2,2021,12,29,2021-12-29,3270,0,226897599,0,89,21,65,0,125,69,70,89,4,0,49,3,3424,0,alta,baixa,alta,alta,baixa,alta,alta,baixa
2346155,Leave Before You Love Me with Jonas Brothers,Marshmello Jonas Brothers,2,2021,4,28,2021-04-28,4893,4,651732901,70,143,24,110,0,120,72,67,72,0,0,13,4,5146,0,baixa,alta,alta,alta,baixa,alta,alta,baixa
1027228,Min,Tini Maria Becerra,2,2021,4,29,2021-04-29,3406,16,596152090,0,61,23,70,1,92,85,92,54,16,0,29,7,3537,0,baixa,alta,alta,baixa,baixa,baixa,alta,alta
3076130,Jordan,Ryan Castro,1,2021,4,30,2021-04-30,2844,2,394030335,0,29,2,35,1,180,80,71,68,6,0,10,37,2908,2,alta,alta,alta,alta,baixa,alta,baixa,alta
3393833,Thunder,Prezioso Gabry Ponte LUMX,3,2021,5,7,2021-05-07,4846,10,422691058,13,54,16,259,0,101,67,40,90,3,0,34,6,5159,0,baixa,baixa,baixa,alta,baixa,alta,alta,baixa
6554843,good 4 u,Olivia Rodrigo,1,2021,5,14,2021-05-14,15563,6,1887039593,2,259,55,461,1,166,56,68,66,28,0,11,18,16283,7,alta,baixa,alta,alta,alta,alta,baixa,alta
1539892,295,Sidhu Moose Wala,1,2021,5,15,2021-05-15,246,4,183273246,7,4,106,0,0,90,68,54,76,21,0,11,20,250,1,baixa,baixa,alta,alta,alta,baixa,baixa,alta
8096695,favorite crime,Olivia Rodrigo,1,2021,5,21,2021-05-21,3681,0,783706581,7,20,21,99,0,173,40,19,29,86,0,34,4,3800,7,alta,baixa,baixa,baixa,alta,baixa,alta,baixa
1198357,traitor,Juan Cruz Toledo Huilen Toledo,2,2021,5,21,2021-05-21,5257,6,1230855859,2,85,43,134,0,176,29,12,33,68,0,12,5,5476,0,alta,baixa,baixa,baixa,alta,baixa,alta,baixa
8835305,jealousy jealousy,Olivia Rodrigo,1,2021,5,21,2021-05-21,3257,0,665765558,0,10,0,70,0,164,70,71,58,24,0,7,13,3337,7,alta,alta,alta,baixa,alta,baixa,baixa,alta
8452012,Butter,BTS,1,2021,5,21,2021-05-21,4779,6,1143647827,5,180,135,223,0,110,79,70,36,0,0,6,11,5182,8,baixa,alta,alta,baixa,baixa,baixa,baixa,alta
7403072,happier,Olivia Rodrigo,1,2021,5,21,2021-05-21,3069,4,850608354,45,25,46,105,0,169,39,36,45,81,0,8,13,3199,7,alta,baixa,baixa,baixa,alta,alta,baixa,alta
3365981,Yonaguni,Bad Bunny,1,2021,6,4,2021-06-04,9644,28,1260594497,0,120,86,164,4,180,64,44,65,28,0,14,12,9928,19,alta,baixa,baixa,baixa,alta,alta,alta,alta
3739768,Por las Noches,Peso Pluma,1,2021,6,11,2021-06-11,457,24,330346424,2,8,116,4,3,92,81,39,60,31,0,7,3,469,2,baixa,alta,baixa,baixa,alta,baixa,baixa,baixa
8480431,Need To Know,Doja Cat,1,2021,6,11,2021-06-11,6672,0,1042568408,2,125,36,150,0,130,66,19,61,30,0,9,7,6947,6,alta,baixa,baixa,baixa,alta,baixa,baixa,alta
8454029,AM Remix,J Balvin Nio Garcia Bad Bunny,3,2021,6,24,2021-06-24,6556,0,528544703,0,93,5,67,1,172,74,79,66,11,0,8,16,6716,0,alta,alta,alta,baixa,baixa,alta,baixa,alta
4967426,You Right,Doja Cat The Weeknd,2,2021,6,24,2021-06-24,5073,0,672656250,4,83,9,100,0,129,83,44,62,2,0,8,6,5256,0,alta,alta,baixa,baixa,baixa,baixa,baixa,alta
4365318,Pepas,Farruko,1,2021,6,24,2021-06-24,14114,17,1309887447,2,252,109,965,20,130,76,44,77,1,0,13,3,15331,1,alta,alta,baixa,alta,baixa,baixa,alta,baixa
4105518,C,Rauw Alejandro,1,2021,6,25,2021-06-25,2636,3,465959382,5,36,82,39,0,102,77,26,63,58,0,11,5,2711,2,baixa,alta,baixa,baixa,alta,alta,baixa,baixa
6879361,Desesperados,Chencho Corleone Rauw Alejandro,2,2021,6,25,2021-06-25,6821,34,809306935,0,83,58,128,7,90,87,51,69,36,0,9,8,7032,0,baixa,alta,baixa,alta,alta,alta,baixa,alta
5085460,Get Into It Yuh,Doja Cat,1,2021,6,25,2021-06-25,4999,0,516784627,0,43,19,73,12,92,91,79,66,32,0,9,16,5115,6,baixa,alta,alta,alta,alta,baixa,baixa,alta
5346382,Woman,Doja Cat,1,2021,6,25,2021-06-25,9424,0,1329090101,2,202,50,463,4,108,82,88,76,9,0,12,9,10089,6,baixa,alta,alta,alta,baixa,baixa,baixa,alta
5897675,Aint Shit,Doja Cat,1,2021,6,25,2021-06-25,3436,0,499710590,1,32,6,46,0,124,86,62,49,51,0,35,21,3514,6,alta,alta,alta,baixa,alta,baixa,alta,alta
2011518,Volando  Remix,Sech Bad Bunny Mora,3,2021,7,8,2021-07-08,3272,19,610045621,2,101,34,70,1,154,66,63,69,21,0,11,7,3443,0,alta,baixa,alta,alta,alta,alta,baixa,alta
3386819,Sobrio,Maluma,1,2021,7,8,2021-07-08,3506,10,513643924,1,103,76,100,1,178,76,63,77,14,0,15,22,3709,1,alta,alta,alta,alta,baixa,alta,alta,alta
2023156,STAY with Justin Bieber,Justin Bieber The Kid Laroi,2,2021,7,9,2021-07-09,17050,36,2665343922,0,492,99,798,31,170,59,48,76,4,0,10,5,18340,0,alta,baixa,baixa,alta,baixa,baixa,baixa,baixa
5459112,Permission to Dance,BTS,1,2021,7,9,2021-07-09,1801,2,608334048,2,77,134,74,0,125,70,65,74,1,0,34,4,1952,8,alta,alta,alta,alta,baixa,alta,alta,baixa
3378211,INDUSTRY BABY feat Jack Harlow,Jack Harlow Lil Nas X,2,2021,7,23,2021-07-23,13315,0,1814349763,2,300,47,690,0,150,74,89,70,2,0,5,6,14305,0,alta,alta,alta,alta,baixa,alta,baixa,alta
4782067,Happier Than Ever  Edit,Billie Eilish,1,2021,7,28,2021-07-28,1959,0,412795151,0,19,0,38,0,81,45,12,57,7,0,23,3,2016,5,baixa,baixa,baixa,baixa,baixa,baixa,alta,baixa
6416915,Where Are You Now,Lost Frequencies Calum Scott,2,2021,7,30,2021-07-30,10565,44,972509632,58,238,122,557,17,121,67,26,64,52,0,17,10,11360,0,alta,baixa,baixa,baixa,alta,baixa,alta,alta
5737293,Happier Than Ever,Billie Eilish,1,2021,7,30,2021-07-30,8476,0,1056760045,2,138,133,283,0,65,31,31,24,76,0,14,4,8897,5,baixa,baixa,baixa,baixa,alta,alta,alta,baixa
1828042,Dont Be Shy,Tisto Kar,2,2021,8,1,2021-08-01,6026,0,566954746,21,171,51,187,1,120,77,51,79,20,0,26,6,6384,0,baixa,alta,baixa,alta,alta,baixa,alta,alta
5111873,Volv,Aventura Bad Bunny,2,2021,8,3,2021-08-03,5375,10,673801126,1,138,24,133,0,176,73,79,86,42,0,7,18,5646,0,alta,alta,alta,alta,alta,baixa,baixa,alta
1119309,Take My Breath,The Weeknd,1,2021,8,6,2021-08-06,2597,0,130655803,0,17,80,38,0,121,70,35,77,1,0,26,4,2652,21,alta,alta,baixa,alta,baixa,alta,alta,baixa
3933523,Flowers,Lauren Spencer Smith,1,2021,8,9,2021-08-09,801,0,184826429,1,42,9,24,1,138,70,31,44,84,0,9,39,867,1,alta,alta,baixa,baixa,alta,baixa,baixa,alta
2643038,Every Summertime,NIKI,1,2021,8,10,2021-08-10,1211,2,290228626,6,30,2,5,0,79,63,76,67,38,0,6,4,1246,1,baixa,baixa,alta,alta,alta,baixa,baixa,baixa
1647815,Se Le Ve,Arcangel De La Ghetto Justin Quiles Lenny Tavrez Sech Dalex Dimelo Flow Rich Music,8,2021,8,12,2021-08-12,1560,0,223319934,0,72,0,0,0,84,56,61,76,10,0,14,11,1632,0,baixa,baixa,alta,alta,baixa,baixa,alta,alta
1513475,OUT OUT feat Charli XCX  Saweetie,Charli XCX Jax Jones Joel Corry Saweetie,4,2021,8,13,2021-08-13,6890,0,427486004,1,122,11,201,0,124,79,79,84,2,0,5,5,7213,0,alta,alta,alta,alta,baixa,alta,baixa,baixa
6389379,abcdefu,Gayle,1,2021,8,13,2021-08-13,7215,0,1007612429,2,170,12,575,18,122,70,42,54,30,0,37,5,7960,1,alta,alta,baixa,baixa,alta,baixa,alta,baixa
6984128,Do It To It,Cherish ACRAZE,2,2021,8,20,2021-08-20,12403,0,674772936,11,183,63,465,0,125,85,64,81,2,5,7,9,13051,0,alta,alta,alta,alta,baixa,alta,baixa,alta
5406019,family ties with Kendrick Lamar,Kendrick Lamar Baby Keem,2,2021,8,27,2021-08-27,6308,5,560222750,2,114,15,63,0,134,71,14,61,1,0,23,33,6485,0,alta,alta,baixa,baixa,baixa,baixa,alta,alta
2542321,Praise God,Kanye West,1,2021,8,29,2021-08-29,4651,0,376333030,0,24,6,105,0,118,80,21,55,1,0,26,17,4780,3,baixa,alta,baixa,baixa,baixa,baixa,alta,alta
2439081,Acapulco,Jason Derulo,1,2021,9,1,2021-09-01,3098,0,363467642,0,111,5,182,1,122,77,51,79,5,0,16,5,3391,1,alta,alta,baixa,alta,baixa,alta,alta,baixa
8641758,Until I Found You,Stephen Sanchez,1,2021,9,1,2021-09-01,4427,4,726434358,438,69,100,154,20,202,34,25,51,69,0,18,4,4650,1,alta,baixa,baixa,baixa,alta,baixa,alta,baixa
4102590,Ley Seca,Anuel Aa Jhay Cortez,2,2021,9,2,2021-09-02,2012,0,355219175,0,101,12,38,0,105,76,58,84,10,0,13,10,2151,0,baixa,alta,alta,alta,baixa,baixa,alta,alta
4666772,Knife Talk with 21 Savage ft Project Pat,Drake Project Pat 21 Savage,3,2021,9,3,2021-09-03,5199,0,594482982,3,45,43,45,0,146,85,22,37,13,0,7,30,5289,0,alta,alta,baixa,baixa,baixa,alta,baixa,alta
4551026,this is what falling in love feels like,JVKE,1,2021,9,3,2021-09-03,2005,0,346127840,7,16,5,43,0,129,42,33,44,62,0,8,6,2064,2,alta,baixa,baixa,baixa,alta,alta,baixa,alta
6195210,Way 2 Sexy with Future  Young Thug,Drake Future Young Thug,3,2021,9,3,2021-09-03,5481,0,489945871,0,144,30,86,0,136,80,33,60,0,0,32,14,5711,0,alta,alta,baixa,baixa,baixa,baixa,alta,alta
6599493,Fair Trade with Travis Scott,Drake Travis Scott,2,2021,9,3,2021-09-03,5403,6,593917618,3,118,116,96,0,168,67,29,47,5,0,22,26,5617,0,alta,baixa,baixa,baixa,baixa,alta,alta,alta
1519987,Enemy with JID  from the series Arcane League of Legends,Imagine Dragons League of Legends JID Arcane,4,2021,9,3,2021-09-03,6180,7,1223481149,10,122,88,580,21,77,72,59,76,24,0,42,28,6882,0,baixa,alta,alta,alta,alta,baixa,alta,alta
6352056,Nostl,Chris Brown Rvssian Rauw Alejandro,3,2021,9,8,2021-09-08,2780,2,436695353,16,86,76,59,0,98,73,60,85,17,0,24,5,2925,0,baixa,alta,alta,alta,baixa,baixa,alta,baixa
1774478,Shivers,Ed Sheeran,1,2021,9,9,2021-09-09,10147,30,1302184087,2,234,71,543,18,141,79,82,86,28,0,4,9,10924,9,alta,alta,alta,alta,alta,alta,baixa,alta
7429862,Angel Baby,Troye Sivan,1,2021,9,9,2021-09-09,1959,9,408843328,10,52,25,32,0,145,56,41,57,1,0,13,3,2043,2,alta,baixa,baixa,baixa,baixa,baixa,alta,baixa
1266830,Toxic,BoyWithUke,1,2021,9,10,2021-09-10,1795,0,582981380,2,34,23,118,0,180,59,69,61,84,0,46,36,1947,1,alta,baixa,alta,baixa,alta,baixa,alta,alta
3154799,Mony so,YEAT,1,2021,9,10,2021-09-10,1473,0,263779030,10,2,0,12,0,138,69,35,57,12,0,10,9,1487,2,alta,baixa,baixa,baixa,baixa,baixa,baixa,alta
2320654,MONEY,Lisa,1,2021,9,10,2021-09-10,2566,13,863625566,2,44,109,131,0,140,83,40,55,16,0,14,23,2741,1,alta,alta,baixa,baixa,baixa,alta,alta,alta
6575753,Sad Girlz Luv Money Remix feat Kali Uchis,Kali Uchis Amaarae Moliy,3,2021,9,16,2021-09-16,3643,0,354065229,3,69,3,70,0,110,86,31,53,43,0,11,6,3782,0,baixa,alta,baixa,baixa,alta,baixa,baixa,baixa
2636311,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,2021-09-17,7963,0,920797189,4,173,7,298,0,88,74,55,85,1,0,5,22,8434,3,baixa,alta,alta,alta,baixa,alta,baixa,alta
5750956,drivers license,Olivia Rodrigo,1,2021,1,8,2021-01-08,12685,3,1858144199,2,185,61,485,0,144,59,21,43,76,0,10,7,13355,7,alta,baixa,baixa,baixa,alta,alta,baixa,alta
4162862,My Universe,Coldplay BTS,2,2021,9,24,2021-09-24,6127,13,1061966512,0,0,0,0,0,105,58,42,68,1,0,14,4,6127,0,baixa,baixa,baixa,alta,baixa,alta,alta,baixa
4727736,Better Days NEIKED x Mae Muller x Polo G,NEIKED Mae Muller Polo G,3,2021,9,24,2021-09-24,4091,0,421040617,1,105,2,73,13,110,72,67,68,0,0,14,4,4269,0,baixa,alta,alta,alta,baixa,baixa,alta,baixa
7271843,Friday feat Mufasa  Hypeman  Dopamine ReEdit,Riton Nightcrawlers Mufasa  Hypeman Dopamine,4,2021,1,15,2021-01-15,12043,0,863756573,18,209,54,710,0,123,82,80,86,1,0,30,13,12962,0,alta,alta,alta,alta,baixa,baixa,alta,alta
8744804,The Feels,TWICE,1,2021,10,1,2021-10-01,1150,0,345903614,2,20,99,44,0,120,81,92,90,9,0,8,7,1214,2,baixa,alta,alta,alta,baixa,baixa,baixa,alta
8990379,Lo Siento BB with Bad Bunny  Julieta Venegas,Julieta Venegas Bad Bunny Tainy,3,2021,10,5,2021-10-05,3423,26,775542072,0,61,65,53,6,170,64,14,70,9,0,9,8,3537,0,alta,baixa,baixa,alta,baixa,baixa,baixa,alta
5498548,Qu M,J Balvin Maria Becerra,2,2021,1,28,2021-01-28,8087,0,720825549,0,92,34,131,0,102,89,77,82,3,0,17,11,8310,0,baixa,alta,alta,alta,baixa,alta,alta,alta
1633830,EsqueaMe Se For C,Marlia Mendona Maiara ,2,2021,10,14,2021-10-14,580,0,258316038,0,24,92,93,0,122,80,62,69,28,0,13,7,697,0,alta,alta,alta,alta,alta,baixa,alta,alta
7732446,Easy On Me,Adele,1,2021,10,14,2021-10-14,10195,20,1406111294,9,258,87,657,22,142,60,13,37,58,0,13,3,11110,4,alta,baixa,baixa,baixa,alta,alta,alta,baixa
5334385,Salimo de Noche,Trueno Tiago pzk,2,2021,10,21,2021-10-21,1057,0,261414174,0,17,5,21,0,84,67,78,63,29,0,12,5,1095,0,baixa,baixa,alta,baixa,alta,alta,baixa,baixa
6427223,Problem,Alvaro Diaz Rauw Alejandro,2,2021,10,22,2021-10-22,1517,0,209768491,4,42,7,15,0,92,73,37,74,28,0,14,6,1574,0,baixa,alta,baixa,alta,alta,baixa,alta,alta
4169887,Vai L Em Casa,Marlia Mendona George Henrique ,2,2021,10,22,2021-10-22,772,0,263894529,0,7,3,89,0,158,46,62,83,53,0,97,28,868,0,alta,baixa,alta,alta,alta,baixa,alta,alta
7368008,Moth To A Flame with The Weeknd,The Weeknd Swedish House Mafia,2,2021,10,22,2021-10-22,7495,17,611994237,2,114,172,284,2,120,56,16,67,0,0,11,4,7893,0,baixa,baixa,baixa,alta,baixa,alta,baixa,baixa
4421880,Tacones Rojos,Sebastian Yatra,1,2021,10,22,2021-10-22,3047,9,510876816,28,77,31,85,5,123,75,93,86,8,0,14,3,3209,2,alta,alta,alta,alta,baixa,alta,alta,baixa
1367281,Enemy  from the series Arcane League of Legends,Imagine Dragons League of Legends Arcane,3,2021,10,27,2021-10-27,824,0,1223481149,0,8,8,8,2,77,73,54,74,23,0,41,23,840,0,baixa,alta,alta,alta,alta,alta,alta,alta
6759871,Medallo,Justin Quiles Lenny Tavrez BL,3,2021,10,27,2021-10-27,2780,2,393230256,0,54,21,57,1,90,79,79,70,57,0,66,8,2891,0,baixa,alta,alta,alta,alta,baixa,alta,alta
2106751,Super Gremlin,Kodak Black,1,2021,10,30,2021-10-30,2551,0,342779426,1,52,15,35,0,73,83,11,41,0,0,36,14,2638,1,baixa,alta,baixa,baixa,baixa,baixa,alta,alta
1001428,The Motto,Tisto Ava,2,2021,11,4,2021-11-04,9151,6,656013912,5,240,107,268,0,118,75,46,76,3,0,9,4,9659,0,baixa,alta,baixa,alta,baixa,alta,baixa,baixa
4439384,Smokin Out The Window,Bruno Mars Anderson Paak Silk Sonic,3,2021,11,5,2021-11-05,4963,0,383550148,0,63,40,76,0,82,63,85,62,6,0,35,4,5102,0,baixa,baixa,alta,baixa,baixa,baixa,alta,baixa
7068825,One Right Now with The Weeknd,The Weeknd Post Malone,2,2021,11,5,2021-11-05,4771,0,539595276,1,68,18,75,0,97,68,72,78,4,0,7,5,4914,0,baixa,baixa,alta,alta,baixa,baixa,baixa,baixa
